NEXTSTATE
33.0225,-94.0416
33.0075,-91.2057
33.1180,-91.1989
33.1824,-91.1041
33.3053,-91.1343
33.4211,-91.1646
33.4337,-91.2263
33.5403,-91.2524
33.6112,-91.1797
33.6855,-91.2524
33.6946,-91.1261
33.7883,-91.1412
33.7700,-91.0451
33.8328,-91.0341
33.9399,-91.0863
34.0208,-90.9256
34.0856,-90.9036
34.1345,-90.9586
34.1675,-90.9132
34.1380,-90.8501
34.2311,-90.9325
34.3446,-90.6935
34.4409,-90.5603
34.5348,-90.5548
34.5959,-90.5768
34.7213,-90.5301
34.7574,-90.5328
34.8780,-90.4546
34.8454,-90.3529
34.8690,-90.2911
35.0255,-90.3104
35.1154,-90.2843
35.1323,-90.1772
35.1985,-90.1112
35.2826,-90.1524
35.4383,-90.1332
35.5579,-90.0206
35.6740,-89.9780
35.7287,-89.9547
35.9169,-89.6594
35.9658,-89.6883
36.0013,-89.7130
35.9958,-90.3735
36.1268,-90.2664
36.2875,-90.0934
36.3892,-90.0742
36.4180,-90.1511
36.4997,-90.1566
36.4986,-94.6198
35.3801,-94.4412
33.6318,-94.4893
33.6421,-94.4522
33.5597,-94.4000
33.5883,-94.2462
33.5872,-94.1885
33.5345,-94.0375
33.4314,-94.0430
33.0213,-94.0430
NEXTSTATE
36.9993,-112.5989
37.0004,-110.8630
37.0004,-109.0475
31.3325,-109.0503
31.3325,-111.0718
32.4935,-114.8126
32.5184,-114.8099
32.5827,-114.8044
32.6246,-114.7992
32.6700,-114.7474
32.7457,-114.7014
32.7342,-114.6176
32.7422,-114.5819
32.7584,-114.5393
32.8167,-114.5095
32.8450,-114.4696
32.9107,-114.4817
32.9741,-114.4803
33.0317,-114.5256
33.0259,-114.6094
33.0317,-114.6588
33.0904,-114.7096
33.2065,-114.6849
33.2846,-114.7220
33.3546,-114.6973
33.4051,-114.7258
33.4120,-114.6533
33.5016,-114.5888
33.5317,-114.5599
33.6306,-114.5187
33.6786,-114.5297
33.7083,-114.4940
33.7609,-114.5036
33.8157,-114.5284
33.8545,-114.5325
33.9285,-114.5380
33.9530,-114.5235
34.0049,-114.4748
34.0299,-114.4308
34.0891,-114.4363
34.1357,-114.3526
34.1720,-114.2908
34.2044,-114.2255
34.2595,-114.1685
34.2572,-114.1301
34.3037,-114.1397
34.3664,-114.2276
34.4012,-114.2633
34.4534,-114.3388
34.4930,-114.3608
34.5292,-114.3811
34.5959,-114.4377
34.6547,-114.4569
34.7506,-114.5297
34.8172,-114.5847
34.8724,-114.6341
34.9490,-114.6313
35.0342,-114.6351
35.1019,-114.6451
35.1233,-114.6190
35.1716,-114.5682
35.3364,-114.5984
35.4506,-114.6643
35.5780,-114.6753
35.6171,-114.6547
35.6528,-114.6918
35.7053,-114.7028
35.8050,-114.7093
35.8679,-114.6602
35.9836,-114.7426
36.0891,-114.7536
36.1124,-114.6794
36.1423,-114.6327
36.1301,-114.4872
36.1445,-114.3690
36.0746,-114.3038
36.0602,-114.3172
36.0163,-114.2451
36.0402,-114.1438
36.0979,-114.1150
36.1101,-114.1274
36.1190,-114.1054
36.1989,-114.0463
36.3638,-114.0450
37.0001,-114.0508

